time;index.bend;thumb.bend;little.bend;middle.bend;ring.bend;little.pressure;index.pressure;middle.pressure;thumb.pressure;ring.pressure;emg;orientEulX;orientEulY;orientEulZ;orientQuatX;orientQuatY;orientQuatZ;orientQuatW;linacceleX;linacceleY;linaccelerZ
7675163;5405;4388;5849;5620;5161;476;22;27;22;27;8191;5725;-246;-162;1369;2230;306;16171;0;0;0
7675203;5404;4388;5845;5629;5164;481;26;30;14;27;8191;5725;-246;-162;1369;2230;306;16171;0;0;0
7675243;5401;4385;5849;5625;5164;481;26;30;23;22;8191;5725;-246;-162;1369;2230;306;16171;0;0;0
7675283;5401;4381;5844;5628;5160;477;27;26;22;34;8191;5725;-246;-162;1369;2230;306;16171;0;0;0
7675323;5401;4388;5845;5628;5157;484;26;23;19;31;8191;5725;-246;-162;1369;2230;306;16171;0;0;0
7675363;5408;4381;5849;5628;5161;469;26;30;22;26;8191;5725;-246;-162;1369;2230;306;16171;0;0;0
7675403;5404;4389;5853;5624;5160;480;23;30;18;26;8191;5725;-246;-162;1369;2230;306;16171;0;0;0
7675443;5404;4381;5848;5625;5160;480;23;23;14;22;8191;5725;-246;-162;1369;2230;306;16171;0;0;0
7675483;5404;4384;5848;5628;5164;477;23;23;15;30;8191;5725;-246;-162;1369;2230;306;16171;0;0;0
7675523;5408;4385;5844;5624;5160;484;27;31;18;27;8191;5725;-246;-162;1369;2230;306;16171;0;0;0
7675563;5405;4385;5852;5625;5157;484;22;26;19;27;8191;5725;-246;-162;1369;2230;306;16171;0;0;0
7675603;5405;4388;5844;5624;5161;480;23;30;18;19;8191;5725;-246;-162;1369;2230;306;16171;0;0;0
7675643;5405;4385;5845;5621;5161;481;15;26;19;23;8191;5725;-246;-162;1369;2230;306;16171;0;0;0
7675683;5401;4381;5848;5629;5160;481;22;30;15;27;8191;5725;-246;-162;1369;2230;306;16171;0;0;0
7675723;5404;4389;5849;5629;5157;473;30;30;19;23;8191;5725;-246;-162;1369;2230;306;16171;0;0;0
7675813;5404;4384;5845;5625;5161;473;23;31;19;23;8191;5725;-246;-162;1369;2230;306;16171;0;0;0
7675853;5405;4385;5852;5624;5161;477;23;23;18;26;8191;5725;-246;-162;1369;2230;306;16171;0;0;0
7675893;5401;4381;5845;5620;5157;476;26;30;11;22;8191;5725;-246;-162;1369;2230;306;16171;0;0;0
7675933;5401;4385;5848;5617;5161;481;22;22;15;23;8191;5725;-246;-162;1369;2230;306;16171;0;0;0
7675973;5412;4380;5845;5625;5156;480;27;27;19;23;8191;5725;-246;-162;1369;2230;306;16171;0;0;0
7676013;5401;4384;5849;5621;5160;484;22;34;19;23;8191;5725;-246;-162;1369;2230;306;16171;0;0;0
7676053;5401;4381;5848;5621;5160;476;27;34;23;30;8191;5725;-246;-162;1369;2230;306;16171;0;0;0
7676093;5400;4381;5845;5624;5157;484;26;19;22;27;8191;5725;-246;-162;1369;2230;306;16171;0;0;0
7676133;5404;4381;5848;5625;5161;488;23;19;18;27;8191;5725;-246;-162;1369;2230;306;16171;0;0;0
7676173;5401;4385;5848;5624;5161;480;26;27;23;26;8191;5725;-246;-162;1369;2230;306;16171;0;0;0
7676213;5404;4388;5849;5621;5160;484;27;26;18;23;8191;5725;-246;-162;1369;2230;306;16171;0;0;0
7676253;5397;4388;5852;5621;5161;477;26;22;22;30;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7676293;5401;4385;5845;5624;5160;477;22;26;26;23;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7676333;5401;4384;5841;5628;5157;488;22;23;18;30;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7676373;5401;4384;5845;5625;5161;480;34;22;11;26;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7676413;5405;4385;5845;5621;5160;480;22;31;15;26;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7676453;5408;4389;5844;5624;5160;476;26;23;22;23;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7676493;5404;4381;5852;5621;5160;477;19;19;15;26;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7676533;5405;4388;5849;5636;5157;469;26;30;18;27;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7676573;5401;4385;5848;5629;5157;481;27;23;15;34;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7676613;5405;4385;5844;5628;5157;476;26;26;15;26;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7676653;5404;4385;5848;5624;5160;476;22;30;22;26;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7676693;5404;4389;5845;5624;5157;480;19;26;18;23;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7676733;5404;4384;5844;5621;5157;480;22;23;19;30;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7676773;5404;4389;5848;5621;5160;476;22;26;10;22;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7676813;5404;4381;5844;5621;5157;477;26;26;19;26;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7676853;5404;4381;5848;5628;5161;477;18;22;23;26;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7676893;5405;4385;5848;5629;5161;477;22;26;15;23;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7676933;5401;4385;5848;5621;5161;477;26;26;18;22;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7676973;5401;4389;5849;5628;5160;469;34;22;15;30;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7677013;5400;4385;5849;5621;5160;484;23;15;15;26;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7677053;5405;4385;5848;5621;5157;476;23;26;22;27;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7677093;5404;4384;5841;5624;5157;481;26;34;18;26;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7677133;5408;4384;5848;5621;5156;480;22;30;23;34;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7677173;5405;4393;5836;5621;5164;476;23;26;18;31;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7677213;5413;4388;5845;5621;5156;480;22;23;18;23;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7677253;5400;4380;5848;5628;5157;473;22;23;18;27;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7677293;5397;4384;5845;5621;5160;476;19;23;19;26;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7677333;5405;4384;5844;5625;5165;480;19;30;19;30;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7677373;5405;4389;5848;5624;5157;480;27;23;23;27;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7677413;5405;4384;5845;5617;5161;472;19;23;15;30;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7677453;5405;4384;5845;5624;5156;473;23;26;22;34;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7677493;5401;4384;5845;5628;5160;480;23;30;19;23;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7677583;5405;4385;5845;5628;5157;477;23;26;18;22;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7677623;5404;4384;5849;5621;5161;484;23;23;19;27;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7677663;5404;4385;5845;5625;5157;477;31;30;15;23;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7677703;5401;4385;5848;5620;5160;472;19;27;26;22;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7677743;5408;4384;5852;5621;5160;477;30;19;26;26;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7677783;5401;4384;5845;5625;5156;473;26;26;22;26;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7677823;5409;4384;5844;5628;5164;485;18;27;15;23;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7677863;5404;4385;5849;5625;5161;480;19;22;22;22;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7677903;5400;4385;5841;5624;5160;481;15;26;15;30;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7677943;5405;4388;5845;5625;5161;481;23;22;18;19;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7677983;5409;4392;5849;5620;5160;484;23;30;19;26;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7678023;5404;4388;5852;5621;5164;480;27;22;26;34;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7678063;5404;4393;5844;5624;5160;477;26;26;22;23;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7678103;5401;4384;5849;5620;5156;484;14;30;14;23;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7678143;5401;4384;5845;5625;5160;480;15;23;22;30;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7678183;5408;4384;5845;5624;5157;484;22;30;19;19;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7678223;5401;4388;5848;5624;5160;473;26;30;23;31;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7678263;5401;4388;5845;5621;5161;477;26;26;22;26;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7678303;5405;4388;5845;5625;5157;476;26;26;26;26;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7678343;5404;4385;5849;5624;5161;481;26;31;18;26;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7678383;5408;4381;5849;5625;5160;480;19;30;19;27;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7678423;5400;4388;5848;5624;5160;481;30;27;22;19;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7678463;5405;4381;5844;5621;5152;477;22;34;26;26;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7678503;5404;4385;5845;5625;5165;472;26;23;11;23;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7678543;5405;4384;5849;5628;5161;477;19;30;18;27;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7678583;5404;4392;5848;5621;5161;480;26;27;18;27;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7678623;5405;4385;5848;5625;5160;480;31;30;19;26;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7678663;5408;4388;5844;5629;5156;481;27;30;10;23;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7678703;5408;4388;5848;5624;5157;477;19;27;19;30;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7678743;5408;4381;5844;5616;5160;480;18;27;22;30;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7678783;5405;4388;5844;5628;5160;484;27;27;22;22;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7678823;5405;4388;5844;5624;5165;480;26;30;22;30;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7678863;5405;4381;5841;5624;5156;481;19;27;26;26;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7678903;5404;4385;5848;5628;5160;480;30;27;22;27;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7678943;5400;4384;5845;5621;5156;484;23;31;22;22;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7678983;5405;4380;5849;5625;5165;473;18;26;26;23;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7679023;5404;4384;5841;5621;5161;477;27;23;18;26;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7679063;5404;4385;5844;5624;5160;480;14;26;26;27;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7679103;5401;4385;5849;5620;5157;480;18;26;15;22;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7679143;5404;4381;5845;5625;5160;473;23;19;27;35;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7679183;5401;4381;5849;5620;5157;481;19;27;19;26;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7679223;5408;4384;5841;5625;5160;481;23;31;14;26;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7679263;5405;4380;5849;5624;5160;476;30;34;14;30;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7679353;5408;4384;5840;5621;5160;485;19;30;18;23;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7679393;5404;4388;5848;5624;5157;472;19;27;22;26;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7679433;5404;4384;5848;5620;5161;480;11;34;19;34;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7679473;5405;4384;5844;5629;5157;477;26;27;18;31;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7679513;5405;4389;5849;5629;5161;476;22;26;22;26;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7679553;5404;4385;5849;5625;5161;477;26;30;15;27;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7679593;5408;4389;5845;5620;5161;481;30;26;26;30;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7679633;5400;4377;5840;5624;5164;477;30;23;23;27;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7679673;5400;4385;5841;5628;5161;476;22;27;14;30;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7679713;5405;4388;5841;5621;5157;480;23;23;18;22;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7679753;5408;4384;5845;5621;5160;477;23;23;18;23;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7679793;5404;4384;5841;5628;5157;477;26;26;26;26;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7679833;5400;4380;5844;5624;5157;481;22;22;18;26;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7679873;5404;4384;5845;5628;5153;480;22;23;15;27;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7679913;5408;4385;5844;5624;5160;473;15;27;18;34;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7679953;5400;4384;5844;5620;5160;477;26;31;14;27;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7679993;5401;4384;5848;5621;5160;469;23;26;22;23;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7680033;5404;4388;5849;5628;5161;480;23;23;22;22;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7680073;5404;4388;5848;5625;5157;477;27;30;22;30;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7680113;5400;4388;5845;5625;5165;480;22;22;11;22;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7680153;5401;4381;5848;5621;5153;477;22;31;27;27;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7680193;5401;4385;5837;5625;5157;473;34;35;19;34;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7680233;5408;4384;5844;5624;5157;480;30;27;14;26;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7680273;5400;4389;5848;5625;5156;477;15;23;18;26;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7680313;5401;4384;5848;5621;5160;480;23;26;18;23;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7680353;5400;4388;5848;5624;5157;473;26;27;18;23;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7680393;5397;4381;5845;5620;5153;480;23;34;11;34;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7680433;5404;4385;5841;5620;5157;480;26;30;22;27;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7680473;5401;4385;5837;5621;5157;484;19;34;22;31;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7680513;5397;4384;5840;5620;5156;469;19;30;18;30;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7680553;5408;4384;5848;5625;5161;485;26;34;22;26;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7680593;5408;4384;5841;5624;5160;480;18;30;22;27;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7680633;5404;4384;5844;5624;5160;480;34;34;19;27;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7680673;5405;4384;5845;5621;5156;477;26;31;18;31;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7680713;5400;4392;5845;5625;5160;481;22;26;11;22;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7680753;5400;4385;5849;5625;5157;477;22;31;18;15;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7680793;5404;4385;5853;5617;5160;477;15;23;18;18;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7680833;5401;4380;5845;5621;5157;480;26;23;18;19;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7680873;5397;4385;5841;5617;5160;481;23;27;22;23;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7680913;5400;4385;5849;5621;5156;476;34;26;22;26;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7680953;5401;4381;5849;5628;5156;484;22;31;18;23;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7680993;5397;4388;5848;5621;5161;480;19;30;23;30;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7681033;5397;4384;5845;5621;5161;484;22;27;14;26;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7681123;5405;4385;5848;5628;5157;473;23;30;15;23;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7681163;5405;4388;5848;5628;5160;480;27;23;18;27;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7681203;5408;4384;5845;5621;5161;476;19;23;18;27;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7681243;5412;4384;5848;5628;5157;484;22;30;22;23;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7681283;5405;4384;5845;5624;5157;485;19;30;15;23;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7681323;5412;4385;5849;5625;5160;477;26;27;22;27;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7681363;5404;4388;5852;5620;5160;473;23;26;26;30;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7681403;5401;4384;5844;5621;5157;477;23;26;22;26;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7681443;5405;4388;5848;5628;5161;480;26;26;18;23;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7681483;5401;4385;5844;5621;5160;477;23;23;18;30;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7681523;5408;4385;5845;5624;5161;477;26;30;18;22;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7681563;5405;4389;5845;5625;5164;484;26;31;22;23;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7681603;5404;4384;5849;5621;5161;477;18;27;11;22;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7681643;5405;4388;5844;5625;5161;480;26;23;18;26;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7681683;5405;4385;5844;5624;5160;480;22;35;19;23;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7681723;5397;4380;5848;5624;5164;477;26;26;22;30;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7681763;5408;4388;5849;5620;5161;480;22;26;19;26;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7681803;5404;4380;5844;5620;5157;480;30;26;23;34;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7681843;5401;4385;5845;5621;5156;473;22;23;22;30;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7681883;5404;4388;5845;5625;5157;481;22;27;19;30;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7681923;5409;4384;5849;5625;5165;485;22;23;15;22;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7681963;5405;4385;5848;5628;5160;476;18;30;22;27;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7682003;5408;4385;5844;5624;5164;481;19;19;22;30;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7682043;5400;4384;5845;5625;5157;481;22;26;19;30;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7682083;5408;4392;5845;5624;5156;481;18;23;18;23;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7682123;5405;4385;5848;5628;5157;477;27;23;19;23;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7682163;5405;4385;5844;5625;5164;477;26;22;15;27;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7682203;5405;4388;5848;5624;5156;477;30;23;22;27;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7682243;5404;4384;5845;5625;5156;480;26;23;22;23;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7682283;5400;4384;5844;5628;5157;485;26;30;14;27;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7682323;5400;4389;5845;5628;5160;485;19;22;18;34;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7682363;5404;4388;5849;5624;5156;477;22;23;19;34;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7682403;5408;4389;5849;5625;5161;481;23;27;22;19;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7682443;5404;4381;5849;5625;5160;477;22;26;15;19;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7682483;5401;4380;5845;5628;5164;485;22;31;19;30;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7682523;5408;4384;5845;5624;5160;485;23;30;18;26;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7682563;5404;4381;5845;5628;5161;484;22;27;15;26;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7682603;5405;4381;5849;5625;5157;481;26;26;18;30;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7682643;5401;4384;5852;5625;5164;481;22;30;26;22;8191;5725;-246;-162;1369;2229;306;16171;0;0;0
7682683;5408;4380;5845;5624;5156;473;34;27;10;26;8191;5725;-246;-162;1370;2230;306;16171;0;0;0
7682723;5405;4385;5848;5629;5152;481;7;30;18;27;8191;5725;-246;-162;1370;2229;306;16171;0;0;0
7682763;5405;4389;5849;5624;5157;484;19;30;26;27;8191;5725;-246;-162;1369;2230;306;16171;0;0;0
7682803;5401;4388;5852;5625;5157;476;27;30;22;27;8191;5725;-246;-162;1369;2230;306;16171;0;0;0
7682893;5408;4389;5848;5621;5157;473;27;26;18;27;8191;5725;-246;-162;1369;2230;306;16171;0;0;0
7682933;5401;4389;5841;5620;5160;485;19;23;18;30;8191;5725;-246;-162;1369;2230;306;16171;0;0;0
7682973;5405;4385;5845;5621;5153;481;27;27;22;35;8191;5725;-246;-162;1368;2231;306;16171;0;0;0
7683013;5400;4388;5845;5624;5157;473;18;27;19;30;8191;5725;-246;-162;1369;2230;306;16171;0;0;0
7683053;5404;4384;5849;5625;5156;480;23;26;18;26;8191;5725;-246;-162;1368;2231;306;16171;0;0;0
7683093;5404;4388;5845;5621;5160;480;22;23;26;27;8191;5725;-246;-162;1368;2231;306;16171;0;0;0
7683133;5401;4389;5845;5624;5157;481;30;38;23;23;8191;5725;-246;-162;1368;2231;306;16171;0;0;0
7683173;5401;4384;5849;5628;5153;473;19;34;22;27;8191;5725;-246;-162;1368;2231;306;16171;0;0;0
7683213;5405;4385;5844;5625;5161;476;26;34;18;22;8191;5725;-246;-162;1368;2231;306;16171;0;0;0
7683253;5405;4381;5849;5629;5157;477;23;27;19;34;8191;5725;-246;-162;1368;2231;306;16171;0;0;0
7683293;5404;4388;5844;5621;5157;484;30;30;22;27;8191;5725;-246;-162;1368;2231;306;16171;0;0;0
7683333;5405;4388;5848;5628;5160;477;30;34;14;23;8191;5725;-246;-162;1368;2231;306;16171;0;0;0
7683373;5404;4388;5845;5624;5160;484;26;30;22;26;8191;5725;-246;-162;1368;2231;306;16171;0;0;0
7683413;5404;4380;5844;5624;5160;480;23;27;14;27;8191;5725;-246;-162;1368;2231;306;16171;0;0;0
